localization,geology,utm_x,utm_y,date,conductivity,T_avg,pH,TOC,alkalinity,DO,ORP,eH,NH4,Cl,SO4,NO3,PO4,Br,F,Ca,Mg,Na,K,Fe,Si,Al,S,P,Li,Be,B,Sc,Ti,V,Cr,Mn,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Cd,Sn,Sb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Tl,Pb,Bi,Th,U,del_18O,del_2H
Gazore,Sandstones,539992.74992600002,9512399.8661199994,2016-06-09T00:00:00Z,313,27.8,5.7,1.55,85.428,2.46,87.7,307.7,0,38.54512470047549,18.051520938072205,8.311099910980555,0.1510731157894737,0.295,0.09823154931271554,4.0848,5.3323,46.224,5.0047,0.0172,26.247,-0.1217,5.8563,0.0643,7.097,0.79990000000000006,95.83,4.399,0.79990000000000006,2.734,1.348,6.818,0.79990000000000006,2.439,4.459,131,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,5.065,63.03,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,175.2,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.31,0.79990000000000006,0.79990000000000006,0.79990000000000006,-3.10425729423217,-12.396373117689363
Mivumoni-Makutano,Sandstones,543692.78592900001,9510052.3407300003,2016-06-09T00:00:00Z,42.7,28,5.25,1.55,18.306,2.62,52.6,272.6,0,8.445696589679574,5.44960355765601,4.120874704185,0.011005326315789472,0.088,0.008825217352887032,1.9611,1.7252999999999998,8.6921,1.5204,2.8209,7.9622,-0.1017,1.676,-0.0035,1.529,0.79990000000000006,36.86,0.79990000000000006,0.79990000000000006,1.403,0.79990000000000006,52.66,0.79990000000000006,1.757,1.017,390.4,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.547,18.98,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,59.9,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.613,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.7105312190039212,-11.002878967747211
Mabokoni Msikitini,P,557159.08705900004,9523829.6594300009,2016-06-06T00:00:00Z,49.2,27.9,5.91,0.364,48.816,4.08,87.5,307.5,0,13.893976263760836,8.450949343361982,0.993010195067484,0.03301597894736842,0.063,0.14378119239431003,1.772,0.6593,24.965000000000003,0.8431,0.1213,20.657999999999998,-0.0312,2.5817,0.0298,0.79990000000000006,0.79990000000000006,94.48,3.234,0.79990000000000006,1.966,4.337,5.924,0.79990000000000006,0.849,9.459,47.81,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.04,11.47,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.902,0.79990000000000006,0.79990000000000006,51.83,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.815,0.79990000000000006,0.79990000000000006,0.79990000000000006,-3.0313188306557115,-13.270240633297824
Muhaka I.C.P.E. Coastal Field St,Sandstones,558147.34,9522009.75,2016-06-07T00:00:00Z,516,29.3,7.23,0.429,268.48800000000006,5.21,48.7,268.7,0,26.193547295111824,9.15681226808521,3.3985146113560014,0.1210585894736842,0.148,0.13793170757118714,63.46,6.5191,31.036,2.7036,-0.0094,18.065,-0.1009,2.7279999999999998,0.07680000000000001,4.092,0.79990000000000006,55.27,2.134,0.79990000000000006,4.125,4.424,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,15.77,0.79990000000000006,0.79990000000000006,1.421,0.79990000000000006,2.403,184,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,61.96,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.836,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.790905157022637,-11.8239403892526
Jabalini,Plc,551312,9500505,2016-06-13T00:00:00Z,9440,28,6.85,4.372,329.50800000000004,3.77,32.2,252.2,0,2852.3740440732117,359.55981246314064,1.4970344969900848,10,10.26,0.10386124439434793,257.49,151.91,1393.1999999999998,40.011,0.008,2.7765,0.1299,108.65,-0.007699999999999999,21.35,0.79990000000000006,300.3,0.79990000000000006,1.624,21.42,4.284,12.77,0.79990000000000006,7.305,64.48,245.9,0.79990000000000006,0.79990000000000006,13.81,10.94,13.72,1403,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,28.91,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.307,0.79990000000000006,0.79990000000000006,1.008,-2.056198100980066,-7.0198389792403795
Ukunda hand dug well,Plc,562133,9524787,2016-06-11T00:00:00Z,1040,29.2,6.69,2.561,335.61,6.64,70.3,290.3,0,59.65610896268572,14.368193136308774,55.023177575888056,0.035517189473684214,0.873,0.18249231348326037,133.38,20.045,32.681,3.5315000000000003,0.0262,15.148,-0.013500000000000002,4.3556,0.042300000000000004,6.576,0.79990000000000006,52.6,1.249,0.79990000000000006,2.863,2.394,3.414,0.79990000000000006,1.813,1.16,28.1,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.438,671.3,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,77.36,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.166,0.79990000000000006,0.79990000000000006,2.288,-3.0384002348864345,-13.273907723166094
Kona Ya Chief/Mwagutu,Pls-Plc,562234,9524999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ukunda Scheme Kwa Madzugwe,P,558960,9523773,2016-06-06T00:00:00Z,539,28.7,6.98,0.721,286.79400000000004,4.31,90.6,310.6,0,20.267267328915903,2.2982973799395654,1.1116063743903706,0.13356464210526317,0.152,0.09367802461010108,73.322,9.3729,21.772999999999996,3.4477,0.0459,20.339999999999996,-0.0486,0.7012,0.0585,3.491,0.79990000000000006,49.81,2.552,0.79990000000000006,2.98,5.122,1.641,0.79990000000000006,1.08,14.13,57.18,0.79990000000000006,0.79990000000000006,1.018,0.79990000000000006,2.155,217.7,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,107.3,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.855,-3.197377759866185,-14.179312211641664
LUKORE-SH,Sandstones,534963,9518985,2016-06-09T00:00:00Z,70,27.7,6.71,1.549,543.0780000000001,1.56,90.5,310.5,0,253.79629371431267,114.77446531804678,3.4469080783855066,0.07403583157894737,1.303,0.10297373757720789,98.955,61.21000000000001,164.12,10.325,0.2045,23.856,-0.0667,35.442,0.0485,39.7,0.79990000000000006,134.9,4.342,0.79990000000000006,4.285,1.153,68.22,0.79990000000000006,1.582,0.79990000000000006,21.39,0.79990000000000006,0.79990000000000006,1.317,0.79990000000000006,16.71,783.5,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,105.7,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.236,0.79990000000000006,0.79990000000000006,0.79990000000000006,-3.001511958901658,-11.739422210752954
Mabatani,Pls,549281,9504873,2016-06-10T00:00:00Z,710,28.7,6.47,1.648,335.61,3.4,-21.5,198.5,0,9.557506784567057,1.0711845425769846,3.6927109879283897,0.030014526315789467,0.042,0.08682902778604332,124.75,2.5852000000000004,9.2806,1.0696999999999999,0.0373,14.943999999999999,-0.0184,0.3176,-0.018,6.955,0.79990000000000006,30.63,1.092,0.79990000000000006,1.731,1.214,5.946,0.79990000000000006,1.449,4.119,69.64,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.107,178,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,103.5,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.321,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.7493295601976335,-10.357688526352938
Vingujini well,Pls,553283,9506679,2016-06-13T00:00:00Z,780,29.6,6.68,4.377,378.324,5.72,45.9,265.9,0,30.16364553933108,5.636993943496284,14.403379982892258,0.022010652631578944,0.081,0.14789693058238218,131.41,5.429399999999999,13.403,1.4595,0.012199999999999999,9.7659,0.0155,1.7473,-0.0095,2.17,0.79990000000000006,30.02,0.79990000000000006,0.79990000000000006,1.166,1.216,6.659,0.79990000000000006,2.762,2.146,14.28,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.552,431.4,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,52.63,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.538,0.79990000000000006,0.79990000000000006,1.172,-2.8489904513121718,-11.608569099950959
Kibwaga Feeder School,Sandstones,546604,9514923,2016-06-18T00:00:00Z,500,27.5,6.58,2.375,237.978,3.34,-127,93,0,36.8269916390097,26.773523853365674,0.7950345933059386,0.04852348421052632,0.328,10,21.604,17.733,63.711,3.2702999999999998,0.8375,23.605,-0.005599999999999999,8.577200000000001,0.0585,18.57,0.79990000000000006,84.29,4.46,0.79990000000000006,2.088,0.79990000000000006,225.4,0.79990000000000006,2.037,1.145,57.41,0.79990000000000006,0.79990000000000006,1.152,0.79990000000000006,3.124,124,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,119.4,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.872,18.24,0.79990000000000006,0.79990000000000006,-3.289161206895242,-12.844336547700795
Nyumba Sita,PLs,554221,9508226,2016-06-16T00:00:00Z,540,29.6,7,2.839,298.99800000000005,6.95,5.8,225.8,0,19.7229735851129,2.1449762030018875,10.716570558224593,0.014507021052631578,0.106,0.08864339359579716,93.22900000000001,7.1423000000000005,15.724,3.6519000000000004,0.020300000000000002,7.037,-0.0117,0.5846,-0.0141,0.79990000000000006,47.93,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.892,4.082,0.79990000000000006,2.364,2.271,33.38,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.109,299.3,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,129.8,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.822,0.79990000000000006,0.79990000000000006,0.79990000000000006,NA,-2.402604959266449,-8.8780461397164
Diani Beach,SW,562809,9520112,2016-06-22T00:00:00Z,46750,27.3,7.02,3.677,176.958,4.36,101.6,321.6,0,15843.999642676732,2208.1743277360933,0.8046162956871641,0.010004842105263157,58.69,0.6820280734286094,334.90999999999997,878.22,7138.3,268.35,0.0789,2.8413,0.2263,656.7,0.020699999999999996,126.1,0.79990000000000006,2182,1.008,3.9,77.69,7.131,16,1.005,6.324,10.62,148.7,0.79990000000000006,0.952,43.05,55.63,93.71,6866,1.24,0.79990000000000006,0.79990000000000006,7.681,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,32.58,1.786,2.204,0.79990000000000006,1.084,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,3.157,0.79990000000000006,0.79990000000000006,2.464,-0.2861498622321038,1.194172258649202
Masabweni Beach,SW,552821,9503885,2016-06-22T00:00:00Z,12250,29.1,6.87,3.657,439.34400000000005,4.71,58,278,0,4569.983095386919,651.5862796488391,1.1340138653954244,0.026012589473684206,16.49,0.3227135643005795,186.98000000000002,271.84000000000003,2167.8,81.472,0.0102,10.337,0.0726,192.48999999999998,0.0175,41.34,0.79990000000000006,683.9,1.058,3.594,61.41,5.102,3.414,0.79990000000000006,2.857,3.317,26.83,0.79990000000000006,0.79990000000000006,29.29,17.89,28.24,2238,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.919,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,57.93,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.119,-2.2844916111378897,-7.343510540940217
Vingujini,Plc,554260.38882500003,9506488.8261799999,2016-06-24T00:00:00Z,894,28.3,6.93,1.939,384.426,2.69,40.3,260.3,0,62.735282079699786,9.230403336448314,51.75409285271274,0.0345167052631579,0.17,0.12505482917193644,158.58,6.5822,20.901,1.6379,0.05,8.175799999999999,0.1498,2.6841999999999997,-0.0398,2.748,0.79990000000000006,27.79,0.79990000000000006,2.705,0.815,1.082,5.393,0.79990000000000006,7.577,3.425,79.5,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.863,626.1,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,67.41,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.005,0.79990000000000006,0.79990000000000006,1.522,-3.0265615510369854,-10.615246001481765
Vingujini,Plc,553844,9506468,2016-06-24T00:00:00Z,1435,28.5,6.89,2.114,353.916,4.18,154.2,374.2,0,157.1206723478641,27.474303043594418,16.422044347310283,0.02651283157894737,0.485,0.06277027243625581,122.6,10.895,78.077,2.893,0.0739,6.4921,0.18939999999999999,8.4526,-0.0256,2.904,0.79990000000000006,41.31,0.79990000000000006,8.065,1.952,1.785,1.641,0.79990000000000006,1.496,2.76,42.81,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.783,411.5,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,56.14,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.401,-2.8132113412431137,-9.686030272024787
